State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Arunachal Pradesh,UPPER SIANG,2011,Whole Year ,Dry chillies,259.00,163.00
Arunachal Pradesh,UPPER SIANG,2011,Whole Year ,Dry ginger,215.00,1300.00
Arunachal Pradesh,UPPER SIANG,2011,Whole Year ,Oilseeds total,87.00,58.00
Arunachal Pradesh,UPPER SIANG,2011,Whole Year ,Potato,127.00,1072.00
Arunachal Pradesh,UPPER SIANG,2011,Whole Year ,Sugarcane,150.00,1305.00
Arunachal Pradesh,UPPER SIANG,2012,Kharif     ,Maize,1510.00,1781.00
Arunachal Pradesh,UPPER SIANG,2012,Kharif     ,Rice,6590.00,8285.00
Arunachal Pradesh,UPPER SIANG,2012,Kharif     ,Small millets,1100.00,715.00
Arunachal Pradesh,UPPER SIANG,2012,Whole Year ,Dry chillies,240.00,192.00
Arunachal Pradesh,UPPER SIANG,2012,Whole Year ,Dry ginger,225.00,1463.00
Arunachal Pradesh,UPPER SIANG,2012,Whole Year ,Oilseeds total,80.00,56.00
Arunachal Pradesh,UPPER SIANG,2012,Whole Year ,Potato,125.00,1063.00
Arunachal Pradesh,UPPER SIANG,2012,Whole Year ,Sugarcane,270.00,10136.00
Arunachal Pradesh,UPPER SIANG,2013,Kharif     ,Maize,1535.00,1845.00
Arunachal Pradesh,UPPER SIANG,2013,Kharif     ,Rice,6615.00,8510.00
Arunachal Pradesh,UPPER SIANG,2013,Kharif     ,Small millets,1140.00,975.00
Arunachal Pradesh,UPPER SIANG,2013,Whole Year ,Dry chillies,246.00,1599.00
Arunachal Pradesh,UPPER SIANG,2013,Whole Year ,Dry ginger,230.00,1518.00
Arunachal Pradesh,UPPER SIANG,2013,Whole Year ,Oilseeds total,89.00,65.00
Arunachal Pradesh,UPPER SIANG,2013,Whole Year ,Potato,140.00,1204.00
Arunachal Pradesh,UPPER SIANG,2013,Whole Year ,Sugarcane,166.00,1599.00
Arunachal Pradesh,UPPER SIANG,2014,Kharif     ,Maize,1600.00,2147.00
Arunachal Pradesh,UPPER SIANG,2014,Kharif     ,Rice,6615.00,8794.00
Arunachal Pradesh,UPPER SIANG,2014,Kharif     ,Small millets,1357.00,1187.00
Arunachal Pradesh,UPPER SIANG,2014,Whole Year ,Dry chillies,257.00,1561.00
Arunachal Pradesh,UPPER SIANG,2014,Whole Year ,Dry ginger,318.00,1808.00
Arunachal Pradesh,UPPER SIANG,2014,Whole Year ,Oilseeds total,204.00,172.00
Arunachal Pradesh,UPPER SIANG,2014,Whole Year ,Potato,149.00,1283.00
Arunachal Pradesh,UPPER SIANG,2014,Whole Year ,Sugarcane,191.00,2116.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Kharif     ,Maize,796.00,1560.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Kharif     ,Rice,3915.00,2750.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Kharif     ,Sesamum,52.00,30.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Kharif     ,Small millets,852.00,978.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Kharif     ,Soyabean,71.00,170.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Kharif     ,Sunflower,17.00,10.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Rabi       ,Groundnut,33.00,50.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Rabi       ,Rapeseed &Mustard,40.00,50.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Rabi       ,Sugarcane,67.00,1820.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Rabi       ,Wheat,60.00,120.00
Arunachal Pradesh,UPPER SUBANSIRI,1997,Whole Year ,Oilseeds total,195.00,270.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Kharif     ,Maize,890.00,1900.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Kharif     ,Rice,4015.00,1500.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Kharif     ,Sesamum,55.00,40.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Kharif     ,Small millets,875.00,1075.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Kharif     ,Soyabean,73.00,170.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Kharif     ,Sunflower,15.00,8.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Rabi       ,Groundnut,7.00,7.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Rabi       ,Rapeseed &Mustard,40.00,63.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Rabi       ,Wheat,15.00,30.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Dry chillies,35.00,87.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Dry ginger,80.00,160.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Oilseeds total,190.00,288.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Potato,749.00,4980.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Sugarcane,15.00,555.00
Arunachal Pradesh,UPPER SUBANSIRI,1998,Whole Year ,Turmeric,20.00,150.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Kharif     ,Maize,970.00,1940.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Kharif     ,Rice,4300.00,2975.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Kharif     ,Small millets,900.00,980.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Rabi       ,Wheat,25.00,37.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Whole Year ,Dry chillies,48.00,75.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Whole Year ,Dry ginger,184.00,179.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Whole Year ,Oilseeds total,1210.00,1285.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Whole Year ,Pulses total,482.00,508.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Whole Year ,Sugarcane,90.00,520.00
Arunachal Pradesh,UPPER SUBANSIRI,1999,Whole Year ,Turmeric,30.00,80.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Kharif     ,Maize,995.00,2089.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Kharif     ,Rice,4500.00,3600.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Kharif     ,Small millets,1200.00,1335.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Rabi       ,Wheat,300.00,300.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Whole Year ,Dry chillies,55.00,81.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Whole Year ,Oilseeds total,260.00,310.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Whole Year ,Potato,185.00,1578.00
Arunachal Pradesh,UPPER SUBANSIRI,2000,Whole Year ,Pulses total,260.00,270.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Kharif     ,Maize,4500.00,5700.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Kharif     ,Rice,20500.00,16088.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Kharif     ,Small millets,1600.00,1750.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Rabi       ,Wheat,60.00,75.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Dry chillies,75.00,100.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Dry ginger,55.00,275.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Oilseeds total,1300.00,1285.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Potato,800.00,6000.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Pulses total,350.00,450.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Sugarcane,100.00,1350.00
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Turmeric,60.00,430.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Kharif     ,Maize,1025.00,1942.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Kharif     ,Rice,4520.00,4695.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Kharif     ,Small millets,1050.00,1140.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Rabi       ,Wheat,18.00,22.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Dry chillies,80.00,106.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Dry ginger,60.00,303.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Oilseeds total,1000.00,865.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Potato,180.00,1503.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Pulses total,265.00,325.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Sugarcane,15.00,143.00
Arunachal Pradesh,UPPER SUBANSIRI,2002,Whole Year ,Turmeric,5.00,14.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Kharif     ,Maize,1030.00,1947.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Kharif     ,Rice,4550.00,5295.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Kharif     ,Small millets,1055.00,1145.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Rabi       ,Wheat,23.00,27.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Dry chillies,85.00,111.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Dry ginger,65.00,308.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Oilseeds total,315.00,375.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Potato,185.00,1508.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Pulses total,465.00,476.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Sugarcane,20.00,148.00
Arunachal Pradesh,UPPER SUBANSIRI,2003,Whole Year ,Turmeric,11.00,19.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Kharif     ,Maize,1031.00,1948.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Kharif     ,Rice,4555.00,5296.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Kharif     ,Small millets,1056.00,1146.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Rabi       ,Wheat,24.00,28.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Whole Year ,Dry chillies,162.00,252.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Whole Year ,Dry ginger,66.00,453.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Whole Year ,Oilseeds total,1155.00,1444.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Whole Year ,Potato,259.00,1583.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Whole Year ,Sugarcane,92.00,2621.00
Arunachal Pradesh,UPPER SUBANSIRI,2004,Whole Year ,Turmeric,47.00,191.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Kharif     ,Maize,977.00,981.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Kharif     ,Rice,4800.00,6708.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Kharif     ,Small millets,1669.00,1575.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Rabi       ,Wheat,37.00,43.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Whole Year ,Dry chillies,306.00,168.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Whole Year ,Dry ginger,202.00,810.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Whole Year ,Oilseeds total,237.00,142.00
Arunachal Pradesh,UPPER SUBANSIRI,2005,Whole Year ,Potato,190.00,1240.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Kharif     ,Maize,969.00,1086.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Kharif     ,Rice,5164.00,5063.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Kharif     ,Small millets,1237.00,1113.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Rabi       ,Wheat,37.00,43.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Whole Year ,Dry chillies,199.00,398.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Whole Year ,Dry ginger,127.00,1160.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Whole Year ,Oilseeds total,1800.00,1944.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Whole Year ,Potato,187.00,2240.00
Arunachal Pradesh,UPPER SUBANSIRI,2006,Whole Year ,Sugarcane,43.00,1077.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Kharif     ,Maize,986.00,1273.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Kharif     ,Rice,5100.00,11079.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Kharif     ,Small millets,1629.00,1938.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Rabi       ,Wheat,30.00,45.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Whole Year ,Dry chillies,287.00,508.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Whole Year ,Dry ginger,247.00,2866.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Whole Year ,Oilseeds total,462.00,459.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Whole Year ,Potato,101.00,1420.00
Arunachal Pradesh,UPPER SUBANSIRI,2007,Whole Year ,Sugarcane,40.00,1008.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Kharif     ,Maize,1001.00,1252.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Kharif     ,Rice,5839.00,7739.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Kharif     ,Small millets,1477.00,1610.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Whole Year ,Dry chillies,309.00,537.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Whole Year ,Dry ginger,242.00,1378.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Whole Year ,Oilseeds total,473.00,520.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Whole Year ,Potato,189.00,1283.00
Arunachal Pradesh,UPPER SUBANSIRI,2008,Whole Year ,Sugarcane,52.00,1298.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Kharif     ,Maize,928.00,1160.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Kharif     ,Rice,4328.00,5433.33
Arunachal Pradesh,UPPER SUBANSIRI,2009,Kharif     ,Small millets,1253.00,1366.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Whole Year ,Dry chillies,179.00,312.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Whole Year ,Dry ginger,121.00,688.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Whole Year ,Oilseeds total,4328.00,8150.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Whole Year ,Potato,215.00,1460.00
Arunachal Pradesh,UPPER SUBANSIRI,2009,Whole Year ,Sugarcane,35.00,879.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Kharif     ,Maize,1025.00,1169.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Kharif     ,Rice,4169.00,5681.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Kharif     ,Small millets,1286.00,1658.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Whole Year ,Dry chillies,166.00,266.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Whole Year ,Dry ginger,133.00,1258.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Whole Year ,Oilseeds total,209.00,275.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Whole Year ,Potato,198.00,1749.00
Arunachal Pradesh,UPPER SUBANSIRI,2010,Whole Year ,Sugarcane,21.00,681.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Kharif     ,Maize,1058.00,1237.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Kharif     ,Rice,4235.00,6190.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Kharif     ,Small millets,1295.00,1820.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Whole Year ,Dry chillies,187.00,314.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Whole Year ,Dry ginger,140.00,1298.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Whole Year ,Oilseeds total,213.00,310.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Whole Year ,Potato,210.00,1952.00
Arunachal Pradesh,UPPER SUBANSIRI,2011,Whole Year ,Sugarcane,32.00,795.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Kharif     ,Maize,1072.00,1286.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Kharif     ,Rice,4425.00,5935.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Kharif     ,Small millets,1452.00,2015.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Whole Year ,Dry chillies,197.00,368.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Whole Year ,Dry ginger,145.00,1305.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Whole Year ,Oilseeds total,224.00,320.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Whole Year ,Potato,220.00,2081.00
Arunachal Pradesh,UPPER SUBANSIRI,2012,Whole Year ,Sugarcane,35.00,928.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Kharif     ,Maize,1074.00,1360.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Kharif     ,Rice,5062.00,9280.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Kharif     ,Small millets,1570.00,2112.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Whole Year ,Dry chillies,222.00,440.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Whole Year ,Dry ginger,152.00,1402.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Whole Year ,Oilseeds total,308.00,444.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Whole Year ,Potato,225.00,2346.00
Arunachal Pradesh,UPPER SUBANSIRI,2013,Whole Year ,Sugarcane,38.00,1032.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Kharif     ,Maize,1139.00,1662.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Kharif     ,Rice,5062.00,9698.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Kharif     ,Small millets,1787.00,2324.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Whole Year ,Dry chillies,233.00,402.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Whole Year ,Dry ginger,238.00,1692.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Whole Year ,Oilseeds total,423.00,551.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Whole Year ,Potato,234.00,2425.00
Arunachal Pradesh,UPPER SUBANSIRI,2014,Whole Year ,Sugarcane,63.00,1549.00
Arunachal Pradesh,WEST KAMENG,1997,Kharif     ,Maize,3651.00,5659.00
Arunachal Pradesh,WEST KAMENG,1997,Kharif     ,Rice,915.00,880.00
Arunachal Pradesh,WEST KAMENG,1997,Kharif     ,Small millets,1297.00,1258.00
Arunachal Pradesh,WEST KAMENG,1997,Kharif     ,Soyabean,25.00,51.00
Arunachal Pradesh,WEST KAMENG,1997,Kharif     ,Sunflower,28.00,16.00
Arunachal Pradesh,WEST KAMENG,1997,Rabi       ,Groundnut,35.00,28.00
Arunachal Pradesh,WEST KAMENG,1997,Rabi       ,Rapeseed &Mustard,95.00,95.00
Arunachal Pradesh,WEST KAMENG,1997,Rabi       ,Wheat,670.00,799.00
Arunachal Pradesh,WEST KAMENG,1997,Whole Year ,Oilseeds total,183.00,190.00
Arunachal Pradesh,WEST KAMENG,1998,Kharif     ,Maize,3654.00,5664.00
Arunachal Pradesh,WEST KAMENG,1998,Kharif     ,Rice,913.00,806.00
Arunachal Pradesh,WEST KAMENG,1998,Kharif     ,Small millets,1297.00,1258.00
Arunachal Pradesh,WEST KAMENG,1998,Kharif     ,Soyabean,25.00,51.00
Arunachal Pradesh,WEST KAMENG,1998,Kharif     ,Sunflower,28.00,16.00
Arunachal Pradesh,WEST KAMENG,1998,Rabi       ,Groundnut,35.00,28.00
Arunachal Pradesh,WEST KAMENG,1998,Rabi       ,Rapeseed &Mustard,95.00,95.00
Arunachal Pradesh,WEST KAMENG,1998,Rabi       ,Wheat,677.00,765.00
Arunachal Pradesh,WEST KAMENG,1998,Whole Year ,Dry chillies,43.00,147.00
Arunachal Pradesh,WEST KAMENG,1998,Whole Year ,Dry ginger,45.00,68.00
Arunachal Pradesh,WEST KAMENG,1998,Whole Year ,Oilseeds total,183.00,190.00
Arunachal Pradesh,WEST KAMENG,1998,Whole Year ,Potato,370.00,3390.00
Arunachal Pradesh,WEST KAMENG,1999,Kharif     ,Maize,3654.00,4900.00
Arunachal Pradesh,WEST KAMENG,1999,Kharif     ,Rice,850.00,700.00
Arunachal Pradesh,WEST KAMENG,1999,Kharif     ,Small millets,1297.00,1000.00
Arunachal Pradesh,WEST KAMENG,1999,Rabi       ,Wheat,675.00,500.00
Arunachal Pradesh,WEST KAMENG,1999,Whole Year ,Dry chillies,43.00,40.00
Arunachal Pradesh,WEST KAMENG,1999,Whole Year ,Dry ginger,45.00,30.00
Arunachal Pradesh,WEST KAMENG,1999,Whole Year ,Oilseeds total,177.00,150.00
Arunachal Pradesh,WEST KAMENG,1999,Whole Year ,Potato,450.00,3000.00
Arunachal Pradesh,WEST KAMENG,1999,Whole Year ,Pulses total,336.00,250.00
Arunachal Pradesh,WEST KAMENG,2000,Kharif     ,Maize,3664.00,5679.00
Arunachal Pradesh,WEST KAMENG,2000,Kharif     ,Rice,855.00,756.00
Arunachal Pradesh,WEST KAMENG,2000,Kharif     ,Small millets,1299.00,1260.00
Arunachal Pradesh,WEST KAMENG,2000,Rabi       ,Wheat,678.00,766.00
Arunachal Pradesh,WEST KAMENG,2000,Whole Year ,Dry chillies,43.00,147.00
Arunachal Pradesh,WEST KAMENG,2000,Whole Year ,Dry ginger,45.00,68.00
Arunachal Pradesh,WEST KAMENG,2000,Whole Year ,Oilseeds total,179.00,186.00
Arunachal Pradesh,WEST KAMENG,2000,Whole Year ,Potato,390.00,3510.00
Arunachal Pradesh,WEST KAMENG,2000,Whole Year ,Pulses total,339.00,309.00
Arunachal Pradesh,WEST KAMENG,2001,Kharif     ,Maize,3667.00,5684.00
Arunachal Pradesh,WEST KAMENG,2001,Kharif     ,Rice,855.00,1163.00
Arunachal Pradesh,WEST KAMENG,2001,Kharif     ,Small millets,1299.00,1260.00
Arunachal Pradesh,WEST KAMENG,2001,Rabi       ,Wheat,410.00,385.00
Arunachal Pradesh,WEST KAMENG,2001,Whole Year ,Dry chillies,43.00,146.00
Arunachal Pradesh,WEST KAMENG,2001,Whole Year ,Dry ginger,45.00,68.00
Arunachal Pradesh,WEST KAMENG,2001,Whole Year ,Oilseeds total,53.00,45.00
Arunachal Pradesh,WEST KAMENG,2001,Whole Year ,Potato,390.00,3510.00
Arunachal Pradesh,WEST KAMENG,2001,Whole Year ,Pulses total,249.00,210.00
Arunachal Pradesh,WEST KAMENG,2002,Kharif     ,Maize,3669.00,5690.00
Arunachal Pradesh,WEST KAMENG,2002,Kharif     ,Rice,855.00,1160.00
Arunachal Pradesh,WEST KAMENG,2002,Kharif     ,Small millets,1299.00,1260.00
Arunachal Pradesh,WEST KAMENG,2002,Rabi       ,Wheat,268.00,380.00
Arunachal Pradesh,WEST KAMENG,2002,Whole Year ,Dry chillies,43.00,146.00
Arunachal Pradesh,WEST KAMENG,2002,Whole Year ,Dry ginger,45.00,68.00
Arunachal Pradesh,WEST KAMENG,2002,Whole Year ,Oilseeds total,163.00,173.00
Arunachal Pradesh,WEST KAMENG,2002,Whole Year ,Potato,390.00,3510.00
Arunachal Pradesh,WEST KAMENG,2002,Whole Year ,Pulses total,339.00,309.00
Arunachal Pradesh,WEST KAMENG,2003,Kharif     ,Maize,3670.00,5690.00
Arunachal Pradesh,WEST KAMENG,2003,Kharif     ,Rice,859.00,723.00
Arunachal Pradesh,WEST KAMENG,2003,Kharif     ,Small millets,1300.00,1261.00
Arunachal Pradesh,WEST KAMENG,2003,Rabi       ,Wheat,679.00,767.00
Arunachal Pradesh,WEST KAMENG,2003,Whole Year ,Dry chillies,43.00,146.00
Arunachal Pradesh,WEST KAMENG,2003,Whole Year ,Dry ginger,45.00,68.00
Arunachal Pradesh,WEST KAMENG,2003,Whole Year ,Oilseeds total,163.00,173.00
Arunachal Pradesh,WEST KAMENG,2003,Whole Year ,Potato,395.00,3555.00
Arunachal Pradesh,WEST KAMENG,2003,Whole Year ,Pulses total,340.00,310.00
Arunachal Pradesh,WEST KAMENG,2004,Kharif     ,Maize,3671.00,5691.00
Arunachal Pradesh,WEST KAMENG,2004,Kharif     ,Rice,908.00,727.00
Arunachal Pradesh,WEST KAMENG,2004,Kharif     ,Small millets,1300.00,1262.00
Arunachal Pradesh,WEST KAMENG,2004,Rabi       ,Wheat,676.00,764.00
Arunachal Pradesh,WEST KAMENG,2004,Whole Year ,Dry chillies,43.00,146.00
Arunachal Pradesh,WEST KAMENG,2004,Whole Year ,Dry ginger,45.00,68.00
Arunachal Pradesh,WEST KAMENG,2004,Whole Year ,Oilseeds total,161.00,171.00
Arunachal Pradesh,WEST KAMENG,2004,Whole Year ,Potato,372.00,2902.00
Arunachal Pradesh,WEST KAMENG,2005,Kharif     ,Maize,2832.00,4377.00
Arunachal Pradesh,WEST KAMENG,2005,Kharif     ,Rice,860.00,760.00
Arunachal Pradesh,WEST KAMENG,2005,Kharif     ,Small millets,977.00,948.00
Arunachal Pradesh,WEST KAMENG,2005,Rabi       ,Wheat,676.00,764.00
Arunachal Pradesh,WEST KAMENG,2005,Whole Year ,Dry chillies,43.00,146.00
Arunachal Pradesh,WEST KAMENG,2005,Whole Year ,Dry ginger,45.00,68.00
Arunachal Pradesh,WEST KAMENG,2005,Whole Year ,Oilseeds total,163.00,173.00
Arunachal Pradesh,WEST KAMENG,2005,Whole Year ,Potato,341.00,2899.00
Arunachal Pradesh,WEST KAMENG,2006,Kharif     ,Maize,2835.00,4394.00
Arunachal Pradesh,WEST KAMENG,2006,Kharif     ,Rice,854.00,774.00
Arunachal Pradesh,WEST KAMENG,2006,Kharif     ,Small millets,972.00,943.00
Arunachal Pradesh,WEST KAMENG,2006,Rabi       ,Wheat,589.00,673.00
Arunachal Pradesh,WEST KAMENG,2006,Whole Year ,Dry chillies,43.00,146.00
Arunachal Pradesh,WEST KAMENG,2006,Whole Year ,Dry ginger,15.00,23.00
Arunachal Pradesh,WEST KAMENG,2006,Whole Year ,Oilseeds total,163.00,235.00
Arunachal Pradesh,WEST KAMENG,2006,Whole Year ,Potato,259.00,2021.00
Arunachal Pradesh,WEST KAMENG,2007,Kharif     ,Maize,2836.00,4538.00
Arunachal Pradesh,WEST KAMENG,2007,Kharif     ,Rice,861.00,809.00
Arunachal Pradesh,WEST KAMENG,2007,Kharif     ,Small millets,972.00,947.00
Arunachal Pradesh,WEST KAMENG,2007,Rabi       ,Wheat,589.00,673.00
Arunachal Pradesh,WEST KAMENG,2007,Whole Year ,Dry chillies,44.00,153.00
Arunachal Pradesh,WEST KAMENG,2007,Whole Year ,Dry ginger,45.00,70.00
Arunachal Pradesh,WEST KAMENG,2007,Whole Year ,Oilseeds total,138.00,158.00
Arunachal Pradesh,WEST KAMENG,2007,Whole Year ,Potato,343.00,1544.00
Arunachal Pradesh,WEST KAMENG,2008,Kharif     ,Maize,2851.00,4576.00
Arunachal Pradesh,WEST KAMENG,2008,Kharif     ,Rice,880.00,939.00
